date,state,district,pincode,bio_age_5_17,bio_age_17_
2025-01-04,Odisha,sundargarh,770032.0,21.0,65.0
2025-01-04,Punjab,jalandhar,144025.0,99.0,250.0
2025-01-04,Telangana,karimnagar,505480.0,15.0,19.0
2025-01-04,Karnataka,uttara kannada,581350.0,51.0,38.0
2025-01-04,Odisha,balangir,767035.0,196.0,234.0
2025-01-04,Haryana,kurukshetra,136156.0,226.0,409.0
2025-01-04,Uttar Pradesh,auraiya,206252.0,261.0,242.0
2025-01-04,Rajasthan,jalor,343027.0,154.0,170.0
2025-01-04,Andhra Pradesh,east godavari,533447.0,102.0,29.0
2025-01-04,Gujarat,anand,388620.0,336.0,493.0
2025-01-04,Madhya Pradesh,sidhi,486890.0,108.0,45.0
2025-01-04,Odisha,jajapur,754250.0,11.0,13.0
2025-01-04,Kerala,kollam,691533.0,81.0,89.0
2025-01-04,Maharashtra,mumbai suburban,400049.0,37.0,45.0
2025-01-04,Jammu And Kashmir,jammu,185154.0,70.0,69.0
2025-01-04,Andhra Pradesh,nandyal,518401.0,57.0,34.0
2025-01-04,West Bengal,darjeeling,734203.0,36.0,91.0
2025-01-04,Maharashtra,chandrapur,442502.0,16.0,41.0
2025-01-04,Odisha,khorda,754004.0,29.0,25.0
2025-01-04,Tamil Nadu,tirunelveli,627110.0,80.0,61.0
2025-01-04,Punjab,gurdaspur,143515.0,115.0,235.0
2025-01-04,Gujarat,kheda,388255.0,56.0,212.0
2025-01-04,West Bengal,south 24 parganas,743503.0,449.0,391.0
2025-01-04,Maharashtra,palghar,401610.0,52.0,126.0
2025-01-04,Gujarat,ahmedabad,382210.0,274.0,433.0
2025-01-04,Bihar,rohtas,802212.0,338.0,371.0
2025-01-04,Uttar Pradesh,muzaffarnagar,251308.0,885.0,381.0
2025-01-04,Andhra Pradesh,anantapur,515231.0,48.0,90.0
2025-01-04,Odisha,bhadrak,756135.0,118.0,101.0
2025-01-04,Karnataka,bangalore rural,561204.0,97.0,116.0
2025-01-04,Rajasthan,udaipur,313022.0,69.0,109.0
2025-01-04,Maharashtra,mumbai suburban,400064.0,150.0,136.0
2025-01-04,Karnataka,vijayapura,586213.0,65.0,73.0
2025-01-04,Karnataka,vijayapura,586122.0,50.0,41.0
2025-01-04,Telangana,mahabubnagar,509327.0,28.0,61.0
2025-01-04,Gujarat,sabarkantha,383275.0,126.0,78.0
2025-01-04,Gujarat,sabarkantha,383010.0,60.0,75.0
2025-01-04,Bihar,vaishali,844508.0,1000.0,493.0
2025-01-04,Andhra Pradesh,kurnool,518006.0,168.0,75.0
2025-01-04,Bihar,araria,854335.0,749.0,410.0
2025-01-04,Tamil Nadu,ramanathapuram,623703.0,170.0,106.0
2025-01-04,Gujarat,kachchh,370625.0,122.0,112.0
2025-01-04,Bihar,darbhanga,847423.0,299.0,322.0
2025-01-04,Madhya Pradesh,seoni,480991.0,259.0,155.0
2025-01-04,Uttar Pradesh,lucknow,226026.0,146.0,104.0
2025-01-04,Kerala,thrissur,680003.0,29.0,52.0
2025-01-04,Punjab,kapurthala,144625.0,57.0,69.0
2025-01-04,Andhra Pradesh,west godavari,534449.0,194.0,80.0
2025-01-04,Andhra Pradesh,west godavari,534145.0,178.0,63.0
2025-01-04,Assam,chirang,783375.0,174.0,25.0
2025-01-04,Gujarat,kheda,387375.0,22.0,22.0
2025-01-04,Himachal Pradesh,bilaspur,174032.0,28.0,44.0
2025-01-04,West Bengal,nadia,741151.0,19.0,59.0
2025-01-04,West Bengal,purba bardhaman,713145.0,13.0,16.0
2025-01-04,Kerala,thrissur,680005.0,33.0,49.0
2025-01-04,Assam,tinsukia,786188.0,41.0,42.0
2025-01-04,Uttarakhand,pauri garhwal,246175.0,18.0,34.0
2025-01-04,Assam,dibrugarh,786611.0,65.0,24.0
2025-01-04,Odisha,jagatsinghapur,754162.0,19.0,18.0
2025-01-04,Bihar,jehanabad,804433.0,16.0,17.0
2025-01-04,Odisha,baleshwar,756034.0,15.0,40.0
2025-01-04,Punjab,pathankot,145025.0,180.0,187.0
2025-01-04,Andhra Pradesh,kurnool,518380.0,1113.0,191.0
2025-01-04,Tamil Nadu,chennai,600094.0,152.0,373.0
2025-01-04,Andhra Pradesh,west godavari,534281.0,600.0,163.0
2025-01-04,Maharashtra,nashik,423212.0,82.0,273.0
2025-01-04,Kerala,kozhikode,673527.0,31.0,33.0
2025-01-04,Karnataka,ramanagar,562131.0,63.0,53.0
2025-01-04,Odisha,nabarangapur,764070.0,124.0,261.0
2025-01-04,Madhya Pradesh,katni,483501.0,1527.0,1576.0
2025-01-04,Kerala,thiruvananthapuram,695103.0,67.0,71.0
2025-01-04,Kerala,malappuram,679357.0,111.0,110.0
2025-01-04,Kerala,kannur,670602.0,92.0,80.0
2025-01-04,Madhya Pradesh,hoshangabad,461223.0,1331.0,889.0
2025-01-04,Maharashtra,pune,411052.0,124.0,176.0
2025-01-04,Bihar,madhepura,852101.0,1347.0,825.0
2025-01-04,Rajasthan,kota,325204.0,177.0,210.0
2025-01-04,Tamil Nadu,tiruchirappalli,620001.0,258.0,586.0
2025-01-04,West Bengal,bankura,722158.0,98.0,92.0
2025-01-04,Andhra Pradesh,visakhapatnam,531084.0,427.0,97.0
2025-01-04,Bihar,east champaran,845434.0,212.0,206.0
2025-01-04,Bihar,begusarai,851211.0,1449.0,1086.0
2025-01-04,Bihar,rohtas,821306.0,147.0,197.0
2025-01-04,Rajasthan,jalor,343001.0,253.0,529.0
2025-01-04,Andhra Pradesh,ananthapur,515401.0,552.0,44.0
2025-01-04,Maharashtra,ahmadnagar,414503.0,64.0,263.0
2025-01-04,Andhra Pradesh,alluri sitharama raju,533288.0,97.0,195.0
2025-01-04,Kerala,thrissur,680506.0,205.0,183.0
2025-01-04,Haryana,rewari,123302.0,106.0,155.0
2025-01-04,Uttar Pradesh,ayodhya,224123.0,27.0,56.0
2025-01-04,Kerala,kollam,691537.0,69.0,60.0
2025-01-04,Andhra Pradesh,kurnool,518343.0,396.0,61.0
2025-01-04,Rajasthan,kota,326517.0,41.0,73.0
2025-01-04,Maharashtra,parbhani,431510.0,112.0,268.0
2025-01-04,Rajasthan,jodhpur,342023.0,256.0,338.0
2025-01-04,Bihar,siwan,841240.0,41.0,52.0
2025-01-04,Tamil Nadu,namakkal,637407.0,53.0,97.0
2025-01-04,Haryana,fatehabad,125047.0,89.0,80.0
2025-01-04,Maharashtra,pune,410509.0,75.0,150.0
2025-01-04,Madhya Pradesh,narsinghpur,487337.0,122.0,84.0
2025-01-04,Kerala,palakkad,678685.0,17.0,14.0
2025-01-04,Tamil Nadu,madurai,625218.0,224.0,129.0
2025-01-04,Andhra Pradesh,nellore,524131.0,93.0,40.0
2025-01-04,Rajasthan,ajmer,305024.0,54.0,66.0
2025-01-04,Andhra Pradesh,nandyal,518502.0,35.0,37.0
2025-01-04,Maharashtra,mumbai,400094.0,11.0,14.0
2025-01-04,Karnataka,dakshina kannada,574218.0,38.0,14.0
2025-01-04,Odisha,baleshwar,756049.0,23.0,12.0
2025-01-04,Assam,cachar,788014.0,21.0,27.0
2025-01-04,Andhra Pradesh,krishna,520015.0,1443.0,347.0
2025-01-04,Andhra Pradesh,ananthapur,515871.0,715.0,62.0
2025-01-04,Punjab,amritsar,143502.0,207.0,359.0
2025-01-04,Madhya Pradesh,sehore,466001.0,1253.0,1350.0
2025-01-04,Tamil Nadu,vellore,635702.0,60.0,78.0
2025-01-04,Bihar,nawada,805107.0,312.0,257.0
2025-01-04,Uttar Pradesh,agra,282004.0,470.0,292.0
2025-01-04,Maharashtra,kolhapur,416113.0,109.0,123.0
2025-01-04,Madhya Pradesh,dewas,455332.0,478.0,742.0
2025-01-04,Kerala,palakkad,678543.0,91.0,92.0
2025-01-04,West Bengal,jhargram,721506.0,21.0,57.0
2025-01-04,Karnataka,tumkur,572112.0,42.0,105.0
2025-01-04,Rajasthan,barmer,344502.0,275.0,307.0
2025-01-04,Uttar Pradesh,varanasi,221103.0,117.0,208.0
2025-01-04,Odisha,jajpur,755003.0,58.0,67.0
2025-01-04,West Bengal,howrah,711113.0,24.0,37.0
2025-01-04,Andhra Pradesh,kakinada,533437.0,54.0,85.0
2025-01-04,Himachal Pradesh,una,177209.0,26.0,37.0
2025-01-04,Tamil Nadu,dindigul,624308.0,258.0,236.0
2025-01-04,Karnataka,uttara kannada,581401.0,40.0,59.0
2025-01-04,Telangana,warangal rural,506331.0,18.0,31.0
2025-01-04,Uttarakhand,nainital,263159.0,91.0,119.0
2025-01-04,Manipur,chandel,795102.0,49.0,55.0
2025-01-04,Gujarat,jamnagar,360510.0,61.0,155.0
2025-01-04,Tamil Nadu,coimbatore,641005.0,77.0,194.0
2025-01-04,Gujarat,gir somnath,362266.0,48.0,55.0
2025-01-04,Tamil Nadu,thoothukkudi,628105.0,24.0,40.0
2025-01-04,Andhra Pradesh,sri potti sriramulu nellore,523105.0,22.0,25.0
2025-01-04,Odisha,ganjam,761019.0,82.0,122.0
2025-01-04,Andhra Pradesh,khammam,507129.0,39.0,71.0
2025-01-04,Telangana,rajanna sircilla,505524.0,19.0,31.0
2025-01-04,Madhya Pradesh,shivpuri,475110.0,12.0,26.0
2025-01-04,Assam,nalbari,781310.0,105.0,12.0
2025-01-04,Odisha,mayurbhanj,757052.0,189.0,276.0
2025-01-04,Bihar,khagaria,853203.0,190.0,136.0
2025-01-04,Karnataka,bagalkot,587204.0,59.0,58.0
2025-01-04,Karnataka,dakshina kannada,575003.0,53.0,77.0
2025-01-04,Uttar Pradesh,bulandshahr,245409.0,417.0,96.0
2025-01-04,Kerala,kasaragod,671311.0,47.0,49.0
2025-01-04,Kerala,wayanad,673575.0,79.0,105.0
2025-01-04,Chhattisgarh,baloda bazar,493222.0,154.0,595.0
2025-01-04,Kerala,malappuram,673633.0,81.0,98.0
2025-01-04,Maharashtra,raigarh,402204.0,36.0,58.0
2025-01-04,Bihar,rohtas,821307.0,184.0,153.0
2025-01-04,Kerala,ernakulam,683549.0,32.0,40.0
2025-01-04,Uttar Pradesh,shamli,247773.0,1570.0,430.0
2025-01-04,Maharashtra,mumbai suburban,400079.0,82.0,130.0
2025-01-04,Madhya Pradesh,guna,473249.0,49.0,34.0
2025-01-04,Rajasthan,ajmer,305802.0,94.0,159.0
2025-01-04,Tamil Nadu,kancheepuram,603309.0,36.0,93.0
2025-01-04,Madhya Pradesh,narmadapuram,461223.0,15.0,81.0
2025-01-04,Bihar,kaimur (bhabua),821102.0,438.0,423.0
2025-01-04,Punjab,jalandhar,144303.0,54.0,121.0
2025-01-04,Himachal Pradesh,kullu,172001.0,34.0,31.0
2025-01-04,Gujarat,anand,388460.0,111.0,134.0
2025-01-04,Tamil Nadu,vellore,632505.0,53.0,79.0
2025-01-04,Karnataka,chickmagalur,577144.0,24.0,50.0
2025-01-04,Gujarat,jamnagar,361240.0,16.0,18.0
2025-01-04,Uttarakhand,pauri garhwal,246176.0,18.0,26.0
2025-01-04,Assam,karimganj,788152.0,15.0,10.0
2025-01-04,Mizoram,serchhip,796186.0,55.0,28.0
2025-01-04,Andhra Pradesh,west godavari,507121.0,130.0,33.0
2025-01-04,Bihar,aurangabad,824114.0,79.0,123.0
2025-01-04,Haryana,jhajjar,124505.0,95.0,101.0
2025-01-04,Maharashtra,satara,415012.0,125.0,144.0
2025-01-04,Bihar,patna,803213.0,1092.0,642.0
2025-01-04,Andhra Pradesh,vizianagaram,535578.0,396.0,125.0
2025-01-04,Telangana,warangal,506244.0,63.0,110.0
2025-01-04,Jharkhand,deoghar,814152.0,370.0,361.0
2025-01-04,Uttar Pradesh,kushinagar,274802.0,723.0,453.0
2025-01-04,Maharashtra,nagpur,441305.0,79.0,386.0
2025-01-04,Maharashtra,parbhani,431505.0,420.0,846.0
2025-01-04,Jammu And Kashmir,srinagar,190002.0,202.0,566.0
2025-01-04,Madhya Pradesh,sehore,466125.0,158.0,152.0
2025-01-04,Himachal Pradesh,kangra,176122.0,53.0,76.0
2025-01-04,Karnataka,bangalore,560078.0,149.0,357.0
2025-01-04,Kerala,thiruvananthapuram,695502.0,141.0,156.0
2025-01-04,Gujarat,anand,388365.0,89.0,112.0
2025-01-04,Karnataka,belgaum,591214.0,19.0,35.0
2025-01-04,Telangana,khammam,507120.0,30.0,10.0
2025-01-04,Kerala,thrissur,680733.0,33.0,26.0
2025-01-04,Tamil Nadu,pudukkottai,614624.0,186.0,624.0
2025-01-04,Madhya Pradesh,sagar,470235.0,248.0,189.0
2025-01-04,Andhra Pradesh,visakhapatnam,531151.0,1097.0,443.0
2025-01-04,Tripura,unakoti,799277.0,465.0,79.0
2025-01-04,Gujarat,vadodara,391168.0,97.0,401.0
2025-01-04,Punjab,gurdaspur,143602.0,355.0,468.0
2025-01-04,Tamil Nadu,cuddalore,607106.0,256.0,293.0
2025-01-04,West Bengal,north 24 parganas,743445.0,90.0,77.0
2025-01-04,West Bengal,jalpaiguri,735204.0,78.0,232.0
2025-01-04,Kerala,kollam,691571.0,53.0,107.0
2025-01-04,Assam,darrang,784116.0,465.0,154.0
2025-01-04,Uttar Pradesh,basti,272150.0,231.0,88.0
2025-01-04,Andhra Pradesh,sri sathya sai,515672.0,31.0,14.0
2025-01-04,Orissa,ganjam,761111.0,13.0,80.0
2025-01-04,Tamil Nadu,coimbatore,641009.0,22.0,91.0
2025-01-04,Uttarakhand,haridwar,249403.0,102.0,81.0
2025-01-04,Maharashtra,sindhudurg,416614.0,17.0,48.0
2025-01-04,Punjab,jalandhar,144027.0,16.0,15.0
2025-01-04,Tamil Nadu,chennai,600034.0,76.0,102.0
2025-01-04,Tamil Nadu,tiruppur,641671.0,31.0,29.0
2025-01-04,Uttar Pradesh,bara banki,225125.0,13.0,53.0
2025-01-04,Uttarakhand,pauri garhwal,246129.0,13.0,14.0
2025-01-04,Jharkhand,gumla,835210.0,10.0,13.0
2025-01-04,Rajasthan,chittorgarh,312001.0,183.0,224.0
2025-01-04,Andhra Pradesh,srikakulam,532312.0,1016.0,277.0
2025-01-04,Gujarat,bhavnagar,364320.0,82.0,129.0
2025-01-04,Chhattisgarh,bilaspur,495006.0,154.0,571.0
2025-01-04,Andhra Pradesh,cuddapah,516003.0,931.0,191.0
2025-01-04,Madhya Pradesh,umaria,484001.0,220.0,273.0
2025-01-04,Andhra Pradesh,cuddapah,516349.0,134.0,26.0
2025-01-04,Bihar,patna,803202.0,1000.0,637.0
2025-01-04,Kerala,palakkad,678552.0,95.0,51.0
2025-01-04,Andhra Pradesh,karimnagar,505469.0,13.0,63.0
2025-01-04,Uttar Pradesh,jhansi,284003.0,722.0,595.0
2025-01-04,Kerala,kasaragod,671315.0,235.0,89.0
2025-01-04,Karnataka,tumkur,572221.0,29.0,66.0
2025-01-04,Himachal Pradesh,una,174302.0,23.0,30.0
2025-01-04,Odisha,bhadrak,756144.0,29.0,22.0
2025-01-04,Haryana,mahendragarh,123028.0,70.0,125.0
2025-01-04,Gujarat,dahod,389190.0,348.0,434.0
2025-01-04,Tamil Nadu,sivaganga,630211.0,289.0,192.0
2025-01-04,Maharashtra,beed,431124.0,426.0,592.0
2025-01-04,Tamil Nadu,thiruvarur,614001.0,192.0,250.0
2025-01-04,Karnataka,bengaluru,560103.0,164.0,127.0
2025-01-04,Odisha,cuttack,754105.0,79.0,112.0
2025-01-04,Uttar Pradesh,bijnor,246746.0,548.0,250.0
2025-01-04,Karnataka,belgaum,591213.0,66.0,161.0
2025-01-04,West Bengal,nadia,741316.0,33.0,68.0
2025-01-04,Bihar,rohtas,821311.0,170.0,113.0
2025-01-04,Andhra Pradesh,karim nagar,505301.0,12.0,20.0
2025-01-04,Maharashtra,ratnagiri,415706.0,23.0,90.0
2025-01-04,Telangana,karimnagar,505185.0,58.0,100.0
2025-01-04,Uttar Pradesh,kanpur nagar,209308.0,154.0,123.0
2025-01-04,West Bengal,purba medinipur,721631.0,385.0,279.0
2025-01-04,Odisha,bargarh,768104.0,167.0,248.0
2025-01-04,West Bengal,howrah,711109.0,36.0,90.0
2025-01-04,Karnataka,mysore,570014.0,10.0,24.0
2025-01-04,Uttar Pradesh,sant ravidas nagar,221310.0,409.0,121.0
2025-01-04,West Bengal,jalpaiguri,735215.0,12.0,60.0
2025-01-04,Assam,marigaon,782412.0,97.0,33.0
2025-01-04,Assam,kamrup metro,781037.0,33.0,37.0
2025-01-04,Bihar,sheohar,843329.0,1230.0,1620.0
2025-01-04,Madhya Pradesh,sagar,470119.0,1242.0,496.0
2025-01-04,Uttar Pradesh,sultanpur,228133.0,81.0,62.0
2025-01-04,Maharashtra,solapur,413003.0,538.0,1370.0
2025-01-04,Madhya Pradesh,damoh,470666.0,1670.0,1059.0
2025-01-04,Himachal Pradesh,kullu,175126.0,71.0,59.0
2025-01-04,Madhya Pradesh,bhind,477001.0,1282.0,654.0
2025-01-04,Uttar Pradesh,sant kabir nagar,272271.0,877.0,440.0
2025-01-04,Rajasthan,barmer,344037.0,188.0,254.0
2025-01-04,Himachal Pradesh,hamirpur,176039.0,16.0,41.0
2025-01-04,Kerala,ernakulam,683512.0,42.0,36.0
2025-01-04,Maharashtra,sindhudurg,416521.0,37.0,48.0
2025-01-04,Maharashtra,sangli,415305.0,91.0,255.0
2025-01-04,Telangana,karimnagar,505503.0,80.0,175.0
2025-01-04,Chhattisgarh,raipur,493221.0,309.0,882.0
2025-01-04,Tamil Nadu,salem,637101.0,716.0,445.0
2025-01-04,Manipur,churachandpur,795006.0,111.0,48.0
2025-01-04,Kerala,thiruvananthapuram,695506.0,93.0,102.0
2025-01-04,Gujarat,amreli,365410.0,44.0,53.0
2025-01-04,Telangana,vikarabad,501141.0,45.0,90.0
2025-01-04,Andhra Pradesh,nandyal,518599.0,22.0,17.0
2025-01-04,Andhra Pradesh,hyderabad,500034.0,31.0,156.0
2025-01-04,Uttar Pradesh,ballia,221711.0,426.0,337.0
2025-01-04,Telangana,medak,502113.0,63.0,67.0
2025-01-04,Karnataka,uttara kannada,581323.0,28.0,16.0
2025-01-04,Tamil Nadu,madurai,625207.0,136.0,103.0
2025-01-04,Odisha,jajapur,755016.0,57.0,81.0
2025-01-04,Uttar Pradesh,gonda,271301.0,206.0,130.0
2025-01-04,Tamil Nadu,thiruvarur,614710.0,67.0,77.0
2025-01-04,Maharashtra,sindhudurg,416522.0,24.0,24.0
2025-01-04,Karnataka,dakshina kannada,574151.0,32.0,31.0
2025-01-04,Odisha,nayagarh,752083.0,114.0,108.0
2025-01-04,Telangana,mahabubnagar,509353.0,95.0,60.0
2025-01-04,Maharashtra,buldhana,444312.0,61.0,110.0
2025-01-04,Tamil Nadu,coimbatore,642103.0,83.0,414.0
2025-01-04,Kerala,kasaragod,671348.0,40.0,28.0
2025-01-04,Uttar Pradesh,etah,207248.0,457.0,112.0
2025-01-04,Odisha,sundargarh,770016.0,23.0,51.0
2025-01-04,Telangana,nagarkurnool,509324.0,68.0,98.0
2025-01-04,Tamil Nadu,vellore,632010.0,52.0,20.0
2025-01-04,Tamil Nadu,viluppuram,606207.0,112.0,230.0
2025-01-04,Tamil Nadu,dindigul,624622.0,98.0,234.0
2025-01-04,Tamil Nadu,sivaganga,630301.0,22.0,25.0
2025-01-04,Karnataka,shivamogga,577422.0,38.0,15.0
2025-01-04,Karnataka,udupi,576257.0,19.0,18.0
2025-01-04,Andhra Pradesh,anakapalli,531002.0,13.0,10.0
2025-01-04,Chandigarh,chandigarh,160018.0,20.0,19.0
2025-01-04,Tamil Nadu,thoothukkudi,628208.0,12.0,37.0
2025-01-04,Uttar Pradesh,kushinagar,274306.0,616.0,400.0
2025-01-04,Rajasthan,dungarpur,314001.0,264.0,394.0
2025-01-04,Chhattisgarh,durg,491111.0,329.0,2297.0
2025-01-04,West Bengal,nadia,741156.0,138.0,366.0
2025-01-04,Karnataka,belagavi,591304.0,188.0,144.0
2025-01-04,Uttar Pradesh,hardoi,241124.0,1626.0,362.0
2025-01-04,Madhya Pradesh,chhatarpur,471111.0,495.0,303.0
2025-01-04,Telangana,hyderabad,500016.0,121.0,114.0
2025-01-04,Jharkhand,khunti,835210.0,905.0,1053.0
2025-01-04,West Bengal,puruliya,723201.0,137.0,190.0
2025-01-04,Orissa,nayagarh,752068.0,10.0,33.0
2025-01-04,Orissa,baleshwar,756025.0,14.0,35.0
2025-01-04,Odisha,nabarangapur,764073.0,1057.0,935.0
2025-01-04,Bihar,bhagalpur,813209.0,834.0,658.0
2025-01-04,Odisha,mayurbhanj,757107.0,139.0,138.0
2025-01-04,Himachal Pradesh,mandi,175029.0,179.0,224.0
2025-01-04,Chhattisgarh,raipur,493116.0,136.0,820.0
2025-01-04,Karnataka,bengaluru,560047.0,278.0,378.0
2025-01-04,Karnataka,bengaluru,560049.0,267.0,211.0
2025-01-04,Bihar,east champaran,845416.0,287.0,416.0
2025-01-04,Odisha,sambalpur,768005.0,241.0,146.0
2025-01-04,Kerala,malappuram,679573.0,85.0,124.0
2025-01-04,Uttar Pradesh,hathras,202139.0,308.0,86.0
2025-01-04,Andhra Pradesh,kurnool,518502.0,718.0,208.0
2025-01-04,Telangana,komaram bheem,504313.0,14.0,21.0
2025-01-04,Gujarat,gandhinagar,382835.0,50.0,145.0
2025-01-04,Tamil Nadu,salem,636102.0,109.0,160.0
2025-01-04,Kerala,kottayam,686635.0,17.0,23.0
2025-01-04,Kerala,palakkad,678671.0,48.0,41.0
2025-01-04,Karnataka,belagavi,591113.0,28.0,14.0
2025-01-04,Nagaland,peren,797101.0,56.0,137.0
2025-01-04,Rajasthan,sirohi,307042.0,20.0,11.0
2025-01-04,West Bengal,bankura,722145.0,17.0,39.0
2025-01-04,Arunachal Pradesh,lower subansiri,791119.0,16.0,22.0
2025-01-04,Punjab,tarn taran,143408.0,75.0,259.0
2025-01-04,Kerala,thiruvananthapuram,695043.0,37.0,100.0
2025-01-04,Karnataka,belgaum,590006.0,46.0,93.0
2025-01-04,Maharashtra,mumbai,400033.0,63.0,120.0
2025-01-04,Karnataka,vijayapura,586130.0,49.0,26.0
2025-01-04,Maharashtra,nagpur,441501.0,209.0,292.0
2025-01-04,Maharashtra,buldhana,443203.0,91.0,226.0
2025-01-04,Chhattisgarh,balod,491665.0,34.0,105.0
2025-01-04,Andhra Pradesh,n. t. r,521230.0,74.0,74.0
2025-01-04,Jharkhand,east singhbhum,832107.0,304.0,292.0
2025-01-04,Madhya Pradesh,dindori,481882.0,1106.0,628.0
2025-01-04,Rajasthan,sikar,332023.0,85.0,147.0
2025-01-04,Tamil Nadu,perambalur,621115.0,134.0,126.0
2025-01-04,Puducherry,puducherry,605001.0,50.0,69.0
2025-01-04,Kerala,kollam,690574.0,37.0,37.0
2025-01-04,Jammu And Kashmir,baramula,193201.0,734.0,1321.0
2025-01-04,Himachal Pradesh,chamba,176321.0,161.0,314.0
2025-01-04,Andhra Pradesh,srikakulam,535128.0,38.0,11.0
2025-01-04,Andhra Pradesh,prakasam,523263.0,164.0,58.0
2025-01-04,Uttar Pradesh,mathura,281301.0,644.0,180.0
2025-01-04,Maharashtra,kolhapur,416215.0,39.0,43.0
2025-01-04,Karnataka,mysuru,571119.0,25.0,19.0
2025-01-04,Punjab,malerkotla,148020.0,57.0,109.0
2025-01-04,Tamil Nadu,chengalpattu,603109.0,16.0,12.0
2025-01-04,Kerala,thrissur,680732.0,57.0,29.0
2025-01-04,Bihar,patna,804426.0,47.0,67.0
2025-01-04,Uttarakhand,chamoli,246440.0,80.0,95.0
2025-01-04,Mizoram,aizawl,796261.0,396.0,158.0
2025-01-04,Maharashtra,solapur,413251.0,50.0,63.0
2025-01-04,Tripura,gomati,799125.0,83.0,15.0
2025-01-04,Kerala,ernakulam,683573.0,12.0,21.0
2025-01-04,Gujarat,vadodara,390022.0,190.0,328.0
2025-01-04,Rajasthan,sikar,332718.0,252.0,434.0
2025-01-04,Maharashtra,pune,413114.0,481.0,675.0
2025-01-04,Kerala,kollam,691303.0,36.0,63.0
2025-01-04,Gujarat,patan,384240.0,162.0,274.0
2025-01-04,Rajasthan,sikar,332709.0,266.0,411.0
2025-01-04,Chhattisgarh,raipur,492009.0,160.0,497.0
2025-01-04,Tamil Nadu,tiruvannamalai,606604.0,166.0,138.0
2025-01-04,Telangana,karimnagar,505504.0,34.0,43.0
2025-01-04,Gujarat,panchmahals,389360.0,66.0,85.0
2025-01-04,Sikkim,west,737121.0,168.0,188.0
2025-01-04,Madhya Pradesh,shajapur,465220.0,291.0,208.0
2025-01-04,Tamil Nadu,thanjavur,613007.0,55.0,121.0
2025-01-04,Madhya Pradesh,katni,483331.0,255.0,491.0
2025-01-04,Andhra Pradesh,hyderabad,500011.0,43.0,198.0
2025-01-04,Uttar Pradesh,ghazipur,233300.0,544.0,215.0
2025-01-04,Rajasthan,sawai madhopur,322021.0,90.0,211.0
2025-01-04,Bihar,saran,841313.0,55.0,91.0
2025-01-04,Karnataka,belagavi,591237.0,65.0,53.0
2025-01-04,Himachal Pradesh,sirmaur,173101.0,103.0,131.0
2025-01-04,Karnataka,hassan,573118.0,60.0,45.0
2025-01-04,West Bengal,bankura,722181.0,12.0,10.0
2025-01-04,Gujarat,kheda,387380.0,39.0,52.0
2025-01-04,Karnataka,dakshina kannada,574253.0,97.0,147.0
2025-01-04,Jammu And Kashmir,srinagar,190012.0,48.0,88.0
2025-01-04,Tamil Nadu,virudhunagar,626112.0,169.0,51.0
2025-01-04,Andhra Pradesh,annamayya,516126.0,17.0,13.0
2025-01-04,Andhra Pradesh,kurnool,518102.0,160.0,34.0
2025-01-04,Gujarat,anand,387530.0,25.0,19.0
2025-01-04,West Bengal,kolkata,700017.0,73.0,202.0
2025-01-04,Assam,west karbi anglong,782410.0,15.0,10.0
2025-01-04,Andhra Pradesh,visakhapatnam,530049.0,34.0,21.0
2025-01-04,Andhra Pradesh,kurnool,518465.0,1214.0,204.0
2025-01-04,Chhattisgarh,bastar,494115.0,77.0,227.0
2025-01-04,Madhya Pradesh,satna,485221.0,589.0,260.0
2025-01-04,Rajasthan,hanumangarh,335501.0,253.0,450.0
2025-01-04,Odisha,baleswar,756002.0,195.0,165.0
2025-01-04,Haryana,bhiwani,127201.0,233.0,416.0
2025-01-04,Haryana,ambala,133104.0,248.0,323.0
2025-01-04,Himachal Pradesh,shimla,171223.0,10.0,21.0
2025-01-04,Tamil Nadu,tiruvallur,601102.0,94.0,111.0
2025-01-04,Karnataka,bangalore,560056.0,62.0,192.0
2025-01-04,Gujarat,rajkot,360050.0,288.0,332.0
2025-01-04,Uttar Pradesh,mathura,281121.0,218.0,261.0
2025-01-04,Punjab,bathinda,151005.0,90.0,176.0
2025-01-04,Andhra Pradesh,nalgonda,508114.0,21.0,75.0
2025-01-04,Telangana,hyderabad,500061.0,348.0,293.0
2025-01-04,West Bengal,hooghly,712412.0,57.0,61.0
2025-01-04,West Bengal,puruliya,723153.0,100.0,180.0
2025-01-04,Telangana,medchal-malkajgiri,500085.0,36.0,75.0
2025-01-04,Odisha,kandhamal,762028.0,76.0,219.0
2025-01-04,Maharashtra,satara,415105.0,106.0,122.0
2025-01-04,Jharkhand,dumka,814102.0,538.0,429.0
2025-01-04,Bihar,samastipur,848121.0,210.0,185.0
2025-01-04,Karnataka,bijapur,586102.0,34.0,66.0
2025-01-04,Rajasthan,dungarpur,314402.0,205.0,254.0
2025-01-04,Uttarakhand,bageshwar,263619.0,28.0,53.0
2025-01-04,West Bengal,purba medinipur,721428.0,12.0,16.0
2025-01-04,Rajasthan,sikar,332742.0,53.0,90.0
2025-01-04,Tamil Nadu,tiruvallur,600054.0,145.0,214.0
2025-01-04,Rajasthan,kota,325201.0,89.0,84.0
2025-01-04,Karnataka,tumkur,572123.0,27.0,52.0
2025-01-04,Telangana,adilabad,504292.0,25.0,18.0
