date,state,district,pincode,demo_age_5_17,demo_age_17_
2025-12-05,Uttar Pradesh,prayagraj,211012,1.0,14.0
2025-12-05,Uttar Pradesh,prayagraj,211013,2.0,7.0
2025-12-05,Uttar Pradesh,prayagraj,212104,0.0,11.0
2025-12-05,Uttar Pradesh,prayagraj,212306,1.0,4.0
2025-12-05,Uttar Pradesh,prayagraj,212307,0.0,2.0
2025-12-05,Uttar Pradesh,prayagraj,221503,1.0,8.0
2025-12-05,Uttar Pradesh,prayagraj,221505,0.0,2.0
2025-12-05,Uttar Pradesh,prayagraj,229412,0.0,2.0
2025-12-05,Uttar Pradesh,rae bareli,229125,1.0,19.0
2025-12-05,Uttar Pradesh,rae bareli,229126,0.0,6.0
2025-12-05,Uttar Pradesh,rae bareli,229204,3.0,17.0
2025-12-05,Uttar Pradesh,rae bareli,229205,0.0,15.0
2025-12-05,Uttar Pradesh,rae bareli,229211,0.0,17.0
2025-12-05,Uttar Pradesh,rae bareli,229303,5.0,37.0
2025-12-05,Uttar Pradesh,rae bareli,229309,0.0,1.0
2025-12-05,Uttar Pradesh,rae bareli,229405,1.0,8.0
2025-12-05,Uttar Pradesh,rae bareli,229802,0.0,3.0
2025-12-05,Uttar Pradesh,raebareli,229103,0.0,1.0
2025-12-05,Uttar Pradesh,rampur,202411,1.0,4.0
2025-12-05,Uttar Pradesh,rampur,243701,9.0,111.0
2025-12-05,Uttar Pradesh,rampur,244924,8.0,84.0
2025-12-05,Uttar Pradesh,saharanpur,247121,8.0,107.0
2025-12-05,Uttar Pradesh,saharanpur,247551,5.0,29.0
2025-12-05,Uttar Pradesh,sambhal,202411,1.0,20.0
2025-12-05,Uttar Pradesh,sambhal,202412,3.0,76.0
2025-12-05,Uttar Pradesh,sambhal,202421,5.0,69.0
2025-12-05,Uttar Pradesh,sambhal,202523,2.0,9.0
2025-12-05,Uttar Pradesh,sambhal,244302,15.0,210.0
2025-12-05,Uttar Pradesh,sambhal,244412,1.0,21.0
2025-12-05,Uttar Pradesh,sant kabir nagar,272148,0.0,3.0
2025-12-05,Uttar Pradesh,sant kabir nagar,272152,1.0,14.0
2025-12-05,Uttar Pradesh,sant kabir nagar,272271,7.0,68.0
2025-12-05,Uttar Pradesh,sant ravidas nagar,221306,0.0,13.0
2025-12-05,Uttar Pradesh,sant ravidas nagar,221310,2.0,8.0
2025-12-05,Uttar Pradesh,sant ravidas nagar,221401,9.0,69.0
2025-12-05,Uttar Pradesh,sant ravidas nagar bhadohi,221301,0.0,1.0
2025-12-05,Uttar Pradesh,shahjahanpur,242127,3.0,50.0
2025-12-05,Uttar Pradesh,shahjahanpur,242301,7.0,64.0
2025-12-05,Uttar Pradesh,shahjahanpur,242305,1.0,29.0
2025-12-05,Uttar Pradesh,shahjahanpur,242307,6.0,97.0
2025-12-05,Uttar Pradesh,shamli,247774,22.0,133.0
2025-12-05,Uttar Pradesh,shamli,247775,4.0,69.0
2025-12-05,Uttar Pradesh,shamli,251301,0.0,2.0
2025-12-05,Uttar Pradesh,shrawasti,271801,3.0,46.0
2025-12-05,Uttar Pradesh,shrawasti,271840,2.0,83.0
2025-12-05,Uttar Pradesh,shrawasti,271845,3.0,64.0
2025-12-05,Uttar Pradesh,shrawasti,271870,0.0,2.0
2025-12-05,Uttar Pradesh,siddharthnagar,272151,1.0,18.0
2025-12-05,Uttar Pradesh,siddharthnagar,272208,2.0,35.0
2025-12-05,Uttar Pradesh,sitapur,261131,3.0,61.0
2025-12-05,Uttar Pradesh,sitapur,261136,3.0,31.0
2025-12-05,Uttar Pradesh,sitapur,261145,2.0,27.0
2025-12-05,Uttar Pradesh,sitapur,261204,4.0,37.0
2025-12-05,Uttar Pradesh,sitapur,261303,5.0,76.0
2025-12-05,Uttar Pradesh,sitapur,261404,0.0,10.0
2025-12-05,Uttar Pradesh,sonbhadra,231205,2.0,38.0
2025-12-05,Uttar Pradesh,sonbhadra,231208,11.0,43.0
2025-12-05,Uttar Pradesh,sonbhadra,231219,5.0,31.0
2025-12-05,Uttar Pradesh,sonbhadra,232221,1.0,14.0
2025-12-05,Uttar Pradesh,sultanpur,227808,4.0,38.0
2025-12-05,Uttar Pradesh,sultanpur,227816,1.0,8.0
2025-12-05,Uttar Pradesh,sultanpur,228125,4.0,15.0
2025-12-05,Uttar Pradesh,sultanpur,228133,0.0,7.0
2025-12-05,Uttar Pradesh,sultanpur,228145,4.0,26.0
2025-12-05,Uttar Pradesh,unnao,209865,0.0,3.0
2025-12-05,Uttar Pradesh,unnao,209867,1.0,2.0
2025-12-05,Uttar Pradesh,unnao,209870,0.0,5.0
2025-12-05,Uttar Pradesh,unnao,229501,3.0,10.0
2025-12-05,Uttar Pradesh,unnao,229502,2.0,8.0
2025-12-05,Uttar Pradesh,unnao,241502,2.0,21.0
2025-12-05,Uttar Pradesh,varanasi,221101,9.0,56.0
2025-12-05,Uttar Pradesh,varanasi,221109,0.0,40.0
2025-12-05,Uttar Pradesh,varanasi,221111,0.0,5.0
2025-12-05,Uttar Pradesh,varanasi,221201,3.0,26.0
2025-12-05,Uttar Pradesh,varanasi,221202,5.0,45.0
2025-12-05,Uttar Pradesh,varanasi,221207,2.0,22.0
2025-12-05,Uttar Pradesh,varanasi,221403,6.0,24.0
2025-12-05,Uttarakhand,almora,263622,1.0,6.0
2025-12-05,Uttarakhand,almora,263638,0.0,4.0
2025-12-05,Uttarakhand,almora,263653,0.0,1.0
2025-12-05,Uttarakhand,almora,263660,0.0,1.0
2025-12-05,Uttarakhand,almora,263680,0.0,1.0
2025-12-05,Uttarakhand,bageshwar,263619,1.0,1.0
2025-12-05,Uttarakhand,bageshwar,263633,1.0,2.0
2025-12-05,Uttarakhand,chamoli,246428,2.0,4.0
2025-12-05,Uttarakhand,chamoli,246481,4.0,7.0
2025-12-05,Uttarakhand,champawat,262524,3.0,20.0
2025-12-05,Uttarakhand,dehradun,247663,0.0,1.0
2025-12-05,Uttarakhand,dehradun,248001,12.0,102.0
2025-12-05,Uttarakhand,dehradun,248005,2.0,17.0
2025-12-05,Uttarakhand,dehradun,248143,1.0,2.0
2025-12-05,Uttarakhand,dehradun,248158,1.0,6.0
2025-12-05,Uttarakhand,dehradun,248159,1.0,1.0
2025-12-05,Uttarakhand,dehradun,249203,0.0,2.0
2025-12-05,Uttarakhand,garhwal,246149,0.0,2.0
2025-12-05,Uttarakhand,hardwar,247656,0.0,3.0
2025-12-05,Uttarakhand,hardwar,249407,0.0,2.0
2025-12-05,Uttarakhand,haridwar,247670,1.0,10.0
2025-12-05,Uttarakhand,haridwar,249403,1.0,16.0
2025-12-05,Uttarakhand,nainital,244716,0.0,1.0
2025-12-05,Uttarakhand,nainital,263127,0.0,1.0
2025-12-05,Uttarakhand,nainital,263128,1.0,0.0
2025-12-05,Uttarakhand,nainital,263139,15.0,104.0
2025-12-05,Uttarakhand,nainital,263141,0.0,1.0
2025-12-05,Uttarakhand,pauri garhwal,246113,0.0,1.0
2025-12-05,Uttarakhand,pauri garhwal,246121,0.0,8.0
2025-12-05,Uttarakhand,pauri garhwal,246127,0.0,6.0
2025-12-05,Uttarakhand,pauri garhwal,246161,0.0,2.0
2025-12-05,Uttarakhand,pauri garhwal,246176,0.0,1.0
2025-12-05,Uttarakhand,pithoragarh,262545,0.0,6.0
2025-12-05,Uttarakhand,pithoragarh,262547,0.0,4.0
2025-12-05,Uttarakhand,pithoragarh,262553,6.0,13.0
2025-12-05,Uttarakhand,tehri garhwal,249125,0.0,3.0
2025-12-05,Uttarakhand,tehri garhwal,249132,0.0,6.0
2025-12-05,Uttarakhand,tehri garhwal,249165,0.0,27.0
2025-12-05,Uttarakhand,udham singh nagar,244713,12.0,90.0
2025-12-05,Uttarakhand,udham singh nagar,262401,5.0,31.0
2025-12-05,Uttarakhand,udham singh nagar,263145,0.0,2.0
2025-12-05,Uttarakhand,udham singh nagar,263160,4.0,15.0
2025-12-05,West Bengal,alipurduar,735204,1.0,5.0
2025-12-05,West Bengal,alipurduar,735217,0.0,9.0
2025-12-05,West Bengal,alipurduar,735228,0.0,2.0
2025-12-05,West Bengal,alipurduar,736182,0.0,6.0
2025-12-05,West Bengal,alipurduar,736203,1.0,2.0
2025-12-05,West Bengal,bankura,722133,2.0,20.0
2025-12-05,West Bengal,bankura,722138,1.0,28.0
2025-12-05,West Bengal,bankura,722142,0.0,4.0
2025-12-05,West Bengal,bankura,722145,1.0,6.0
2025-12-05,West Bengal,bankura,722156,1.0,5.0
2025-12-05,West Bengal,bankura,722163,2.0,0.0
2025-12-05,West Bengal,bankura,722172,0.0,9.0
2025-12-05,West Bengal,bankura,722178,0.0,1.0
2025-12-05,West Bengal,bankura,722179,1.0,3.0
2025-12-05,West Bengal,bankura,722205,1.0,22.0
2025-12-05,West Bengal,bankura,722206,0.0,32.0
2025-12-05,West Bengal,barddhaman,712308,0.0,1.0
2025-12-05,West Bengal,barddhaman,713103,3.0,12.0
2025-12-05,West Bengal,barddhaman,713128,1.0,26.0
2025-12-05,West Bengal,barddhaman,713142,2.0,13.0
2025-12-05,West Bengal,barddhaman,713153,1.0,0.0
2025-12-05,West Bengal,barddhaman,713156,0.0,3.0
2025-12-05,West Bengal,barddhaman,713165,0.0,2.0
2025-12-05,West Bengal,barddhaman,713172,0.0,4.0
2025-12-05,West Bengal,barddhaman,713208,0.0,6.0
2025-12-05,West Bengal,barddhaman,713213,0.0,11.0
2025-12-05,West Bengal,barddhaman,713301,1.0,8.0
2025-12-05,West Bengal,barddhaman,713304,0.0,11.0
2025-12-05,West Bengal,barddhaman,713360,0.0,3.0
2025-12-05,West Bengal,barddhaman,713378,0.0,5.0
2025-12-05,West Bengal,barddhaman,713385,1.0,1.0
2025-12-05,West Bengal,barddhaman,713408,0.0,14.0
2025-12-05,West Bengal,barddhaman,713409,0.0,11.0
2025-12-05,West Bengal,barddhaman,713421,0.0,5.0
2025-12-05,West Bengal,barddhaman,713423,1.0,17.0
2025-12-05,West Bengal,barddhaman,713428,1.0,17.0
2025-12-05,West Bengal,barddhaman,713515,0.0,3.0
2025-12-05,West Bengal,barddhaman,713520,0.0,1.0
2025-12-05,West Bengal,bardhaman,713103,0.0,13.0
2025-12-05,West Bengal,bardhaman,713124,0.0,2.0
2025-12-05,West Bengal,bardhaman,713131,0.0,2.0
2025-12-05,West Bengal,bardhaman,713150,0.0,1.0
2025-12-05,West Bengal,bardhaman,713302,0.0,5.0
2025-12-05,West Bengal,bardhaman,713339,0.0,2.0
2025-12-05,West Bengal,bardhaman,713343,0.0,4.0
2025-12-05,West Bengal,bardhaman,713346,0.0,4.0
2025-12-05,West Bengal,bardhaman,713360,0.0,2.0
2025-12-05,West Bengal,bardhaman,713363,0.0,1.0
2025-12-05,West Bengal,bardhaman,713378,0.0,1.0
2025-12-05,West Bengal,bardhaman,713422,0.0,2.0
2025-12-05,West Bengal,bardhaman,713502,0.0,3.0
2025-12-05,West Bengal,bardhaman,713514,0.0,6.0
2025-12-05,West Bengal,bardhaman,713515,0.0,2.0
2025-12-05,West Bengal,birbhum,731103,0.0,18.0
2025-12-05,West Bengal,birbhum,731123,1.0,47.0
2025-12-05,West Bengal,birbhum,731125,2.0,18.0
2025-12-05,West Bengal,birbhum,731127,1.0,11.0
2025-12-05,West Bengal,birbhum,731133,0.0,7.0
2025-12-05,West Bengal,birbhum,731204,3.0,43.0
2025-12-05,West Bengal,birbhum,731219,6.0,39.0
2025-12-05,West Bengal,birbhum,731220,2.0,20.0
2025-12-05,West Bengal,birbhum,731237,1.0,35.0
2025-12-05,West Bengal,birbhum,731251,0.0,1.0
2025-12-05,West Bengal,cooch behar,735211,0.0,14.0
2025-12-05,West Bengal,cooch behar,735301,2.0,3.0
2025-12-05,West Bengal,cooch behar,736145,0.0,13.0
2025-12-05,West Bengal,cooch behar,736156,0.0,17.0
2025-12-05,West Bengal,cooch behar,736166,0.0,1.0
2025-12-05,West Bengal,cooch behar,736170,1.0,10.0
2025-12-05,West Bengal,cooch behar,736171,2.0,19.0
2025-12-05,West Bengal,cooch behar,736177,0.0,1.0
2025-12-05,West Bengal,cooch behar,736179,1.0,8.0
2025-12-05,West Bengal,dakshin dinajpur,733103,5.0,21.0
2025-12-05,West Bengal,dakshin dinajpur,733133,2.0,21.0
2025-12-05,West Bengal,dakshin dinajpur,733142,2.0,21.0
2025-12-05,West Bengal,dakshin dinajpur,733148,0.0,3.0
2025-12-05,West Bengal,dakshin dinajpur,733154,0.0,1.0
2025-12-05,West Bengal,dakshin dinajpur,733155,1.0,0.0
2025-12-05,West Bengal,darjeeling,734124,0.0,3.0
2025-12-05,West Bengal,darjeeling,734223,0.0,13.0
2025-12-05,West Bengal,darjeeling,734301,1.0,22.0
2025-12-05,West Bengal,darjeeling,734311,0.0,4.0
2025-12-05,West Bengal,darjeeling,734313,0.0,3.0
2025-12-05,West Bengal,darjeeling,734314,1.0,11.0
2025-12-05,West Bengal,darjeeling,734319,0.0,2.0
2025-12-05,West Bengal,darjeeling,734503,0.0,1.0
2025-12-05,West Bengal,darjiling,734012,0.0,4.0
2025-12-05,West Bengal,darjiling,734014,0.0,8.0
2025-12-05,West Bengal,darjiling,734209,0.0,1.0
2025-12-05,West Bengal,darjiling,734427,2.0,43.0
2025-12-05,West Bengal,darjiling,734431,0.0,2.0
2025-12-05,West Bengal,east midnapore,721139,0.0,5.0
2025-12-05,West Bengal,east midnapore,721434,1.0,3.0
2025-12-05,West Bengal,east midnapore,721447,0.0,7.0
2025-12-05,West Bengal,east midnapore,721455,0.0,6.0
2025-12-05,West Bengal,east midnapore,721456,0.0,8.0
2025-12-05,West Bengal,east midnapore,721467,0.0,1.0
2025-12-05,West Bengal,east midnapore,721635,0.0,2.0
2025-12-05,West Bengal,hooghly,712136,0.0,1.0
2025-12-05,West Bengal,haora,711101,0.0,15.0
2025-12-05,West Bengal,haora,711109,0.0,7.0
2025-12-05,West Bengal,haora,711110,0.0,2.0
2025-12-05,West Bengal,haora,711203,0.0,3.0
2025-12-05,West Bengal,haora,711204,0.0,3.0
2025-12-05,West Bengal,haora,711205,0.0,6.0
2025-12-05,West Bengal,haora,711309,0.0,5.0
2025-12-05,West Bengal,haora,711310,0.0,5.0
2025-12-05,West Bengal,haora,711313,0.0,8.0
2025-12-05,West Bengal,haora,711316,1.0,12.0
2025-12-05,West Bengal,haora,711403,0.0,4.0
2025-12-05,West Bengal,hooghly,712135,0.0,7.0
2025-12-05,West Bengal,hooghly,712156,0.0,1.0
2025-12-05,West Bengal,hooghly,712201,1.0,6.0
2025-12-05,West Bengal,hooghly,712235,2.0,5.0
2025-12-05,West Bengal,hooghly,712246,0.0,16.0
2025-12-05,West Bengal,hooghly,712247,0.0,3.0
2025-12-05,West Bengal,hooghly,712301,0.0,15.0
2025-12-05,West Bengal,hooghly,712305,2.0,30.0
2025-12-05,West Bengal,hooghly,712306,3.0,21.0
2025-12-05,West Bengal,hooghly,712308,0.0,2.0
2025-12-05,West Bengal,hooghly,712417,1.0,12.0
2025-12-05,West Bengal,hooghly,712501,0.0,6.0
2025-12-05,West Bengal,hooghly,712601,1.0,17.0
2025-12-05,West Bengal,hooghly,712611,0.0,7.0
2025-12-05,West Bengal,hooghly,712616,0.0,13.0
2025-12-05,West Bengal,hooghly,712617,2.0,3.0
2025-12-05,West Bengal,howrah,711106,3.0,19.0
2025-12-05,West Bengal,howrah,711112,0.0,5.0
2025-12-05,West Bengal,howrah,711113,1.0,2.0
2025-12-05,West Bengal,howrah,711114,2.0,4.0
2025-12-05,West Bengal,howrah,711201,1.0,10.0
2025-12-05,West Bengal,howrah,711205,0.0,3.0
2025-12-05,West Bengal,howrah,711304,1.0,2.0
2025-12-05,West Bengal,howrah,711308,0.0,1.0
2025-12-05,West Bengal,howrah,711309,0.0,5.0
2025-12-05,West Bengal,howrah,711414,2.0,7.0
2025-12-05,West Bengal,jalpaiguri,734001,0.0,19.0
2025-12-05,West Bengal,jalpaiguri,734015,0.0,12.0
2025-12-05,West Bengal,jalpaiguri,735102,0.0,13.0
2025-12-05,West Bengal,jalpaiguri,735136,1.0,1.0
2025-12-05,West Bengal,jalpaiguri,735137,0.0,4.0
2025-12-05,West Bengal,jalpaiguri,735138,0.0,6.0
2025-12-05,West Bengal,jalpaiguri,735140,0.0,4.0
2025-12-05,West Bengal,jalpaiguri,735207,0.0,4.0
2025-12-05,West Bengal,jalpaiguri,735208,0.0,3.0
2025-12-05,West Bengal,jalpaiguri,735210,7.0,65.0
2025-12-05,West Bengal,jalpaiguri,735216,0.0,19.0
2025-12-05,West Bengal,jalpaiguri,735221,2.0,20.0
2025-12-05,West Bengal,jalpaiguri,736121,3.0,44.0
2025-12-05,West Bengal,jalpaiguri,736203,2.0,10.0
2025-12-05,West Bengal,jalpaiguri,736204,0.0,34.0
2025-12-05,West Bengal,jhargram,721102,0.0,1.0
2025-12-05,West Bengal,jhargram,721501,0.0,2.0
2025-12-05,West Bengal,jhargram,721504,1.0,2.0
2025-12-05,West Bengal,jhargram,721518,1.0,0.0
2025-12-05,West Bengal,kalimpong,734301,2.0,7.0
2025-12-05,West Bengal,koch bihar,735211,0.0,5.0
2025-12-05,West Bengal,koch bihar,735236,0.0,1.0
2025-12-05,West Bengal,koch bihar,735303,1.0,13.0
2025-12-05,West Bengal,koch bihar,735304,0.0,7.0
2025-12-05,West Bengal,koch bihar,736131,0.0,5.0
2025-12-05,West Bengal,koch bihar,736133,0.0,8.0
2025-12-05,West Bengal,koch bihar,736156,0.0,14.0
2025-12-05,West Bengal,koch bihar,736165,0.0,2.0
2025-12-05,West Bengal,koch bihar,736167,1.0,9.0
2025-12-05,West Bengal,kolkata,700001,0.0,2.0
2025-12-05,West Bengal,kolkata,700009,0.0,31.0
2025-12-05,West Bengal,kolkata,700012,0.0,12.0
2025-12-05,West Bengal,kolkata,700013,0.0,6.0
2025-12-05,West Bengal,kolkata,700019,2.0,23.0
2025-12-05,West Bengal,kolkata,700024,4.0,63.0
2025-12-05,West Bengal,kolkata,700035,0.0,2.0
2025-12-05,West Bengal,kolkata,700038,0.0,9.0
2025-12-05,West Bengal,kolkata,700044,2.0,25.0
2025-12-05,West Bengal,kolkata,700046,0.0,27.0
2025-12-05,West Bengal,kolkata,700048,0.0,1.0
2025-12-05,West Bengal,kolkata,700054,1.0,29.0
2025-12-05,West Bengal,kolkata,700060,2.0,27.0
2025-12-05,West Bengal,kolkata,700071,0.0,1.0
2025-12-05,West Bengal,kolkata,700078,1.0,26.0
2025-12-05,West Bengal,kolkata,700085,1.0,9.0
2025-12-05,West Bengal,kolkata,700086,0.0,7.0
2025-12-05,West Bengal,kolkata,700093,0.0,1.0
2025-12-05,West Bengal,kolkata,700096,0.0,2.0
2025-12-05,West Bengal,kolkata,700108,0.0,2.0
2025-12-05,West Bengal,malda,732103,2.0,10.0
2025-12-05,West Bengal,malda,732124,4.0,46.0
2025-12-05,West Bengal,malda,732125,9.0,91.0
2025-12-05,West Bengal,malda,732139,4.0,33.0
2025-12-05,West Bengal,malda,732141,0.0,4.0
2025-12-05,West Bengal,malda,732203,4.0,31.0
2025-12-05,West Bengal,malda,732207,5.0,47.0
2025-12-05,West Bengal,malda,732208,1.0,23.0
2025-12-05,West Bengal,malda,732211,0.0,4.0
2025-12-05,West Bengal,malda,732215,0.0,4.0
2025-12-05,West Bengal,malda,732216,0.0,6.0
2025-12-05,West Bengal,maldah,732103,1.0,6.0
2025-12-05,West Bengal,maldah,732127,0.0,4.0
2025-12-05,West Bengal,maldah,732141,0.0,9.0
2025-12-05,West Bengal,maldah,732205,0.0,10.0
2025-12-05,West Bengal,maldah,732210,0.0,1.0
2025-12-05,West Bengal,maldah,732216,0.0,10.0
2025-12-05,West Bengal,murshidabad,742101,1.0,23.0
2025-12-05,West Bengal,murshidabad,742113,1.0,0.0
2025-12-05,West Bengal,murshidabad,742121,3.0,37.0
2025-12-05,West Bengal,murshidabad,742159,4.0,19.0
2025-12-05,West Bengal,murshidabad,742160,0.0,2.0
2025-12-05,West Bengal,murshidabad,742166,2.0,28.0
2025-12-05,West Bengal,murshidabad,742168,3.0,29.0
2025-12-05,West Bengal,murshidabad,742173,0.0,2.0
2025-12-05,West Bengal,murshidabad,742174,2.0,3.0
2025-12-05,West Bengal,murshidabad,742182,1.0,1.0
2025-12-05,West Bengal,murshidabad,742187,3.0,19.0
2025-12-05,West Bengal,murshidabad,742189,4.0,37.0
2025-12-05,West Bengal,murshidabad,742225,1.0,16.0
2025-12-05,West Bengal,murshidabad,742234,5.0,0.0
2025-12-05,West Bengal,murshidabad,742304,8.0,60.0
2025-12-05,West Bengal,murshidabad,742305,0.0,24.0
2025-12-05,West Bengal,murshidabad,742402,0.0,7.0
2025-12-05,West Bengal,murshidabad,742404,1.0,9.0
2025-12-05,West Bengal,murshidabad,742406,2.0,30.0
2025-12-05,West Bengal,nadia,741121,1.0,38.0
2025-12-05,West Bengal,nadia,741125,0.0,10.0
2025-12-05,West Bengal,nadia,741137,5.0,62.0
2025-12-05,West Bengal,nadia,741155,0.0,14.0
2025-12-05,West Bengal,nadia,741159,1.0,5.0
2025-12-05,West Bengal,nadia,741164,0.0,9.0
2025-12-05,West Bengal,nadia,741181,0.0,10.0
2025-12-05,West Bengal,nadia,741202,0.0,14.0
2025-12-05,West Bengal,nadia,741222,3.0,41.0
2025-12-05,West Bengal,nadia,741247,0.0,7.0
2025-12-05,West Bengal,nadia,741254,1.0,4.0
2025-12-05,West Bengal,nadia,741317,1.0,17.0
2025-12-05,West Bengal,nadia,741502,5.0,45.0
2025-12-05,West Bengal,nadia,741509,2.0,2.0
2025-12-05,West Bengal,nadia,742121,0.0,2.0
2025-12-05,West Bengal,north 24 parganas,700036,0.0,15.0
2025-12-05,West Bengal,north 24 parganas,700051,0.0,9.0
2025-12-05,West Bengal,north 24 parganas,700074,0.0,10.0
2025-12-05,West Bengal,north 24 parganas,700076,0.0,3.0
2025-12-05,West Bengal,north 24 parganas,700101,0.0,4.0
2025-12-05,West Bengal,north 24 parganas,700135,1.0,34.0
2025-12-05,West Bengal,north 24 parganas,700156,0.0,12.0
2025-12-05,West Bengal,north 24 parganas,700162,0.0,6.0
2025-12-05,West Bengal,north 24 parganas,743125,0.0,11.0
2025-12-05,West Bengal,north 24 parganas,743126,2.0,35.0
2025-12-05,West Bengal,north 24 parganas,743127,3.0,42.0
2025-12-05,West Bengal,north 24 parganas,743136,0.0,5.0
2025-12-05,West Bengal,north 24 parganas,743144,0.0,21.0
2025-12-05,West Bengal,north 24 parganas,743222,1.0,14.0
2025-12-05,West Bengal,north 24 parganas,743223,0.0,3.0
2025-12-05,West Bengal,north 24 parganas,743235,3.0,53.0
2025-12-05,West Bengal,north 24 parganas,743249,1.0,16.0
2025-12-05,West Bengal,north 24 parganas,743252,0.0,13.0
2025-12-05,West Bengal,north 24 parganas,743263,2.0,41.0
2025-12-05,West Bengal,north 24 parganas,743268,0.0,2.0
2025-12-05,West Bengal,north 24 parganas,743270,0.0,15.0
2025-12-05,West Bengal,north 24 parganas,743293,1.0,19.0
2025-12-05,West Bengal,north 24 parganas,743294,0.0,13.0
2025-12-05,West Bengal,north 24 parganas,743412,0.0,17.0
2025-12-05,West Bengal,north 24 parganas,743422,2.0,28.0
2025-12-05,West Bengal,north 24 parganas,743502,0.0,20.0
2025-12-05,West Bengal,north 24 parganas,743702,2.0,4.0
2025-12-05,West Bengal,north dinajpur,733143,0.0,2.0
2025-12-05,West Bengal,north dinajpur,733144,0.0,1.0
2025-12-05,West Bengal,north dinajpur,733215,0.0,1.0
2025-12-05,West Bengal,north twenty four parganas,700058,0.0,1.0
2025-12-05,West Bengal,north twenty four parganas,700121,0.0,2.0
2025-12-05,West Bengal,north twenty four parganas,700124,0.0,11.0
2025-12-05,West Bengal,north twenty four parganas,700130,0.0,1.0
2025-12-05,West Bengal,north twenty four parganas,700135,0.0,10.0
2025-12-05,West Bengal,north twenty four parganas,700136,0.0,2.0
2025-12-05,West Bengal,north twenty four parganas,700157,0.0,1.0
2025-12-05,West Bengal,north twenty four parganas,743134,0.0,3.0
2025-12-05,West Bengal,north twenty four parganas,743222,0.0,1.0
2025-12-05,West Bengal,north twenty four parganas,743272,0.0,2.0
2025-12-05,West Bengal,north twenty four parganas,743329,0.0,4.0
2025-12-05,West Bengal,north twenty four parganas,743446,0.0,14.0
2025-12-05,West Bengal,north twenty four parganas,743611,0.0,3.0
2025-12-05,West Bengal,paschim bardhaman,713204,0.0,5.0
2025-12-05,West Bengal,paschim bardhaman,713212,0.0,5.0
2025-12-05,West Bengal,paschim bardhaman,713301,0.0,6.0
2025-12-05,West Bengal,paschim bardhaman,713303,1.0,2.0
2025-12-05,West Bengal,paschim bardhaman,713315,0.0,2.0
2025-12-05,West Bengal,paschim bardhaman,713331,0.0,1.0
2025-12-05,West Bengal,paschim bardhaman,713332,0.0,1.0
2025-12-05,West Bengal,paschim bardhaman,713335,2.0,1.0
2025-12-05,West Bengal,paschim bardhaman,713336,0.0,1.0
2025-12-05,West Bengal,paschim bardhaman,713363,0.0,4.0
2025-12-05,West Bengal,paschim bardhaman,713378,0.0,1.0
2025-12-05,West Bengal,paschim bardhaman,713386,0.0,2.0
2025-12-05,West Bengal,paschim medinipur,721127,8.0,48.0
2025-12-05,West Bengal,paschim medinipur,721143,1.0,3.0
2025-12-05,West Bengal,paschim medinipur,721149,2.0,27.0
2025-12-05,West Bengal,paschim medinipur,721155,1.0,7.0
2025-12-05,West Bengal,paschim medinipur,721252,0.0,2.0
2025-12-05,West Bengal,paschim medinipur,721253,0.0,30.0
2025-12-05,West Bengal,paschim medinipur,721257,0.0,1.0
2025-12-05,West Bengal,paschim medinipur,721301,9.0,64.0
2025-12-05,West Bengal,paschim medinipur,721436,0.0,6.0
2025-12-05,West Bengal,paschim medinipur,721466,0.0,2.0
2025-12-05,West Bengal,paschim medinipur,721504,3.0,18.0
2025-12-05,West Bengal,paschim medinipur,721505,1.0,24.0
2025-12-05,West Bengal,paschim medinipur,721642,0.0,2.0
2025-12-05,West Bengal,purba bardhaman,712134,0.0,1.0
2025-12-05,West Bengal,purba bardhaman,713102,0.0,5.0
2025-12-05,West Bengal,purba bardhaman,713121,0.0,3.0
2025-12-05,West Bengal,purba bardhaman,713130,1.0,4.0
2025-12-05,West Bengal,purba bardhaman,713131,0.0,1.0
2025-12-05,West Bengal,purba bardhaman,713144,0.0,1.0
2025-12-05,West Bengal,purba bardhaman,713147,1.0,2.0
2025-12-05,West Bengal,purba bardhaman,713150,0.0,2.0
2025-12-05,West Bengal,purba bardhaman,713404,1.0,4.0
2025-12-05,West Bengal,purba bardhaman,713424,0.0,4.0
2025-12-05,West Bengal,purba bardhaman,713513,0.0,1.0
2025-12-05,West Bengal,purba bardhaman,713515,0.0,2.0
2025-12-05,West Bengal,purba medinipur,721130,0.0,7.0
2025-12-05,West Bengal,purba medinipur,721131,1.0,2.0
2025-12-05,West Bengal,purba medinipur,721142,0.0,2.0
2025-12-05,West Bengal,purba medinipur,721151,1.0,16.0
2025-12-05,West Bengal,purba medinipur,721154,1.0,5.0
2025-12-05,West Bengal,purba medinipur,721171,0.0,1.0
2025-12-05,West Bengal,purba medinipur,721420,2.0,4.0
2025-12-05,West Bengal,purba medinipur,721422,0.0,8.0
2025-12-05,West Bengal,purba medinipur,721423,2.0,4.0
2025-12-05,West Bengal,purba medinipur,721425,0.0,2.0
2025-12-05,West Bengal,purba medinipur,721438,0.0,3.0
2025-12-05,West Bengal,purba medinipur,721441,1.0,7.0
2025-12-05,West Bengal,purba medinipur,721452,0.0,11.0
2025-12-05,West Bengal,purba medinipur,721458,4.0,7.0
2025-12-05,West Bengal,purba medinipur,721602,0.0,5.0
2025-12-05,West Bengal,purba medinipur,721605,0.0,1.0
